1000	533	500	384	181	181	181	300	266	466	181	466	461	428	428	428	307	461	400	466	533	333	100	285	428	600	250	357	428	428	500	428	500	357	571	428	466	466	600	533	400	416	571	600	466	500	533	400	533	533	533	600	454	454	466	466	733	307	500	384	384	357	466	357	357	400	285	428	333	466	428	363	200	266	533	466	400	466	416	272	533	533	666	333	384	461	230	357	466	357	400	357	428	333	428	230	76	357	153	133	153	285	0	538	307	357	533	500	83	83	83	83	83	90	307	428	461	363	357	333	153	76	83	230	83	153	230	153	76	230	83	230	83	83	153	153	230	153	153	230	384	0	400	466	214	466	214	285	285	214	214	153	384	153	166	166	500	428	307	461	400	466	333	428	428	357	533	416	571	466	533	400	533	533	600	466	357	428	333	466	428	200	266	533	357	428	428	0	90	307	363	153	76	230	384	0	214	466	214	285	166	166	533	166	166	166	384	333	153	307	307	400	153	230	500	230	230	200	200	357	428	461	400	466	333	428	533	466	533	400	600	357	333	466	428	266	600	400	400	666	571	642	500	466	666	533	266	400	666	466	666	533	266	533	266	266	266	153	333	307	153	500	357	
533	1000	500	307	181	181	181	200	400	466	181	400	230	500	500	428	230	384	333	600	533	466	-100	500	642	400	250	357	428	571	571	357	357	428	500	571	933	933	666	933	400	500	428	600	466	428	400	533	466	466	533	400	454	363	400	466	600	384	357	461	461	428	333	357	285	466	357	357	333	600	571	272	200	200	466	600	400	466	416	272	466	533	533	466	461	307	307	357	466	357	400	357	571	333	500	230	153	285	307	133	153	214	0	307	384	500	400	428	83	83	83	83	83	0	538	500	307	454	428	266	153	230	83	230	83	76	230	230	153	153	83	307	166	83	230	230	230	230	230	230	307	250	400	400	142	333	500	500	428	285	285	230	307	230	83	83	500	500	230	384	333	600	466	428	571	428	933	500	428	466	400	533	466	533	400	333	285	357	333	600	571	200	200	466	357	571	500	0	0	538	454	153	230	230	307	250	142	333	500	428	83	333	533	166	166	166	307	166	230	307	230	266	230	230	285	230	230	266	266	357	500	384	333	600	466	571	933	466	400	533	400	285	333	600	571	200	533	400	400	600	571	500	428	466	600	400	333	400	600	466	600	400	333	400	333	333	200	153	166	230	230	285	357	
500	500	1000	416	363	363	363	400	83	250	363	333	333	416	500	416	416	500	166	500	333	416	300	333	416	333	333	333	333	500	416	333	333	416	500	666	416	500	416	500	416	916	416	333	500	416	333	416	416	416	333	250	454	454	250	333	500	250	333	500	416	333	333	250	250	166	166	333	500	500	583	363	600	83	333	416	250	416	833	363	333	333	500	166	666	416	250	250	333	250	250	250	333	166	416	250	166	500	250	0	250	166	90	416	500	583	250	416	166	166	166	250	250	363	333	416	416	818	416	166	166	416	166	250	166	250	250	333	333	333	250	250	333	250	416	416	416	250	333	333	333	333	166	83	0	166	250	250	250	250	250	166	250	416	416	416	1000	500	416	500	166	500	416	333	500	416	500	916	416	500	333	416	416	333	250	333	250	333	500	500	583	600	83	333	250	333	416	90	363	333	818	166	416	250	333	333	0	166	250	250	416	583	416	333	333	333	333	333	250	333	333	83	166	166	250	250	166	0	83	250	500	500	166	500	416	500	500	500	333	416	250	250	500	500	583	83	333	166	166	416	500	416	416	333	333	250	83	166	416	333	333	250	83	250	83	83	83	166	333	333	166	250	250	
384	307	416	1000	545	545	545	200	538	384	181	307	384	384	384	307	538	461	153	461	461	153	100	692	461	230	333	307	384	384	461	307	461	538	461	384	230	307	461	307	307	416	538	230	307	461	461	153	307	384	230	307	272	272	692	384	461	615	461	384	461	307	615	615	384	307	538	461	500	384	384	272	200	230	230	307	307	307	416	272	384	461	384	615	461	384	307	615	538	615	461	538	384	461	384	307	307	153	230	76	230	230	181	384	461	384	153	307	416	333	333	250	333	636	230	307	307	363	384	538	230	76	333	384	250	230	307	230	307	307	416	384	250	250	384	384	384	384	384	76	307	83	0	76	0	0	153	153	153	153	153	153	153	153	500	416	416	384	538	461	153	461	153	384	384	538	307	416	538	307	461	153	307	230	307	615	384	461	500	384	384	200	230	230	538	384	384	181	636	230	363	230	76	384	307	83	0	0	153	153	416	250	615	166	250	250	307	250	230	307	307	76	230	153	153	230	153	230	230	230	384	461	153	461	153	384	307	307	461	153	307	384	500	384	384	230	384	153	230	384	538	384	461	307	307	538	153	230	384	307	307	538	153	538	153	153	230	230	250	307	230	153	230	
181	181	363	545	1000	909	909	300	363	90	363	90	181	272	272	90	454	272	90	181	181	90	300	545	272	181	272	272	363	272	272	181	272	181	363	181	90	181	272	181	0	272	272	90	90	181	90	0	0	181	90	181	363	363	363	0	181	636	454	272	181	181	363	545	181	90	545	272	818	272	363	454	400	-90	90	181	90	272	363	363	181	181	90	454	272	272	272	545	454	454	363	454	181	181	272	181	90	90	90	-90	90	0	90	454	272	90	0	181	363	363	363	181	181	545	-90	181	272	363	272	363	90	0	272	272	272	90	272	90	90	363	363	272	90	90	181	181	181	272	90	90	0	90	-90	-90	-181	-90	-181	-90	-90	0	0	0	0	0	363	363	363	272	454	272	90	181	90	363	272	181	181	272	272	90	90	0	0	90	181	363	181	272	818	272	363	400	-90	90	454	181	272	90	545	-90	363	90	0	272	0	90	-181	-90	-181	-90	363	272	363	90	181	90	90	181	90	181	90	-90	0	-90	-90	90	0	0	0	0	272	272	90	181	90	272	181	90	90	0	181	181	818	272	363	-90	90	90	181	181	272	181	272	0	90	363	0	181	181	0	90	363	0	363	0	0	-90	90	181	90	0	-90	0	
181	181	363	545	909	1000	909	400	454	90	272	90	181	272	272	90	454	272	90	181	181	90	300	636	272	181	363	272	363	181	272	181	272	181	363	181	90	181	272	181	0	272	272	90	90	181	90	0	0	181	181	181	454	363	363	0	181	727	454	272	181	181	272	545	181	90	545	272	909	272	363	545	400	-90	181	181	90	272	363	454	181	181	90	545	272	272	272	545	454	454	363	454	181	181	272	181	90	181	90	-90	90	0	90	454	272	90	90	181	363	363	363	181	181	545	0	181	272	454	272	363	90	90	272	272	272	181	272	181	181	363	363	272	90	181	181	272	272	272	181	181	0	181	0	0	-90	-90	-90	0	0	0	0	0	0	90	363	454	363	272	454	272	90	181	90	363	181	181	181	272	272	90	90	0	0	181	181	272	181	272	909	272	363	400	-90	181	454	181	272	90	545	0	454	90	90	272	0	181	-90	-90	-90	0	454	363	363	90	181	90	90	181	90	181	90	-90	0	0	-90	90	0	90	0	0	272	272	90	181	90	181	181	90	90	0	181	181	909	272	363	-90	90	181	272	181	363	272	272	0	181	454	0	272	181	0	181	454	0	454	0	0	-90	90	181	90	0	-90	0	
181	181	363	545	909	909	1000	300	363	90	272	90	272	272	272	90	545	272	90	181	181	90	300	545	272	181	272	272	363	181	272	181	272	181	363	181	90	181	272	181	0	272	272	90	90	181	90	0	0	181	90	181	363	363	363	0	181	636	454	272	181	181	272	545	181	90	545	272	818	272	363	454	400	-90	90	181	90	363	363	363	181	181	90	454	272	272	272	545	454	454	363	454	181	181	272	181	90	90	90	-90	90	90	90	454	272	90	0	181	363	363	363	181	181	545	-90	181	272	363	272	363	90	0	272	272	272	90	272	90	90	363	363	272	90	90	181	181	181	272	90	90	0	90	-90	-90	-181	-90	-181	-90	-90	0	0	0	0	0	363	363	363	272	545	272	90	181	90	363	181	181	181	272	272	90	90	0	0	90	181	272	181	272	818	272	363	400	-90	90	454	181	272	90	545	-90	363	90	0	272	0	90	-181	-90	-181	-90	363	272	454	90	181	90	90	181	90	181	90	-90	0	-90	-90	90	0	0	0	0	272	272	90	181	90	181	181	90	90	0	181	181	818	272	363	-90	90	90	181	181	272	181	272	0	90	363	0	181	181	0	90	363	0	363	0	0	-90	90	181	90	0	-90	0	
300	200	400	200	300	400	300	1000	-100	100	500	200	200	200	200	300	100	300	100	100	200	200	500	200	200	300	400	300	300	200	200	200	200	300	300	200	100	100	200	200	0	400	200	200	100	200	200	100	100	200	200	0	700	600	-100	200	200	200	100	300	400	300	-100	0	100	0	100	200	400	100	200	800	700	-300	200	200	200	200	500	900	200	200	300	0	400	300	200	0	0	0	0	0	100	-200	200	300	-100	300	100	-200	0	-100	100	400	400	100	200	300	100	100	100	200	200	100	100	300	400	600	200	0	0	200	100	100	100	100	100	100	200	100	100	100	100	200	200	300	300	100	200	200	300	200	200	200	-100	100	0	100	100	-100	-100	200	200	200	0	100	400	200	100	300	100	100	200	300	200	300	200	400	200	100	200	100	100	200	0	-100	100	200	400	100	200	700	-300	200	0	100	200	100	100	100	600	0	200	100	300	200	-100	100	0	100	100	400	0	200	200	200	200	200	100	100	100	200	100	0	100	100	100	-200	-300	200	200	300	100	100	200	200	200	100	200	100	0	100	400	100	200	-300	100	200	200	200	400	400	200	100	200	0	-100	200	200	100	200	0	-100	0	-100	-100	-300	0	200	100	100	100	200	
266	400	83	538	363	454	363	-100	1000	400	0	200	230	285	285	285	384	307	200	400	400	200	-100	571	357	266	166	214	285	285	285	214	357	285	285	285	333	333	466	400	200	83	357	200	266	285	400	200	266	266	266	266	90	0	666	266	266	538	357	307	230	285	600	571	285	266	500	357	416	333	214	0	-100	200	266	266	266	266	83	0	333	400	266	933	384	307	230	642	600	642	666	500	285	533	285	153	307	285	76	66	230	142	0	153	230	285	266	214	416	333	333	250	250	363	230	214	76	90	285	466	153	76	333	384	250	153	307	230	230	230	416	384	166	250	153	230	307	307	307	153	153	-83	200	200	142	200	142	142	142	71	142	76	76	0	333	333	83	285	384	307	200	400	200	285	285	285	400	83	357	266	400	200	266	266	266	600	285	357	416	333	214	-100	200	266	500	285	285	0	363	230	90	153	76	384	153	-83	142	200	142	142	333	0	466	83	166	83	230	250	153	230	230	133	76	153	142	153	76	400	333	285	285	307	200	400	200	285	400	266	400	200	266	285	416	333	214	200	333	333	400	333	428	285	285	266	266	533	133	400	333	266	266	533	133	533	133	133	200	153	250	230	76	142	285	
466	466	250	384	90	90	90	100	400	1000	272	466	461	500	357	428	230	461	266	400	866	333	-100	285	500	333	166	428	500	357	428	428	357	571	500	428	400	466	600	466	333	250	500	333	333	428	466	266	400	466	333	333	181	181	333	533	400	230	285	307	461	428	333	285	285	200	285	428	166	400	357	181	0	333	333	466	533	400	250	181	866	933	466	400	384	384	307	285	333	285	333	285	428	266	500	230	153	285	153	333	230	357	272	384	461	357	333	285	83	83	83	83	83	90	230	285	384	181	285	266	153	153	166	153	166	153	153	230	230	153	83	230	250	83	384	307	307	153	230	153	307	83	333	400	142	266	214	214	214	214	285	307	307	153	83	83	250	357	230	461	266	400	333	500	357	571	466	250	500	333	466	266	400	333	333	333	285	428	166	400	357	0	333	333	285	428	500	272	90	230	181	153	153	153	307	83	142	266	214	214	83	166	333	250	333	250	307	416	230	384	384	266	230	153	428	384	230	200	200	428	357	461	266	400	333	357	466	333	466	266	333	285	166	400	357	333	533	400	466	533	500	428	428	533	466	333	266	466	533	533	466	333	266	333	266	266	333	153	416	384	230	428	428	
