1000,533,600,466,400,400,400,533,266,466,400,466,533,466,466,466,400,533,400,466,533,333,400,333,466,600,400,400,466,466,533,466,533,400,600,466,500,466,600,533,437,533,600,625,500,533,533,437,562,533,562,625,600,600,466,500,733,400,533,466,466,400,500,400,400,437,333,466,466,466,466,533,466,388,562,466,437,500,533,466,533,533,666,333,466,533,333,400,466,400,400,400,466,375,466,333,200,400,266,187,266,333,266,600,400,400,533,533,266,266,266,266,266,333,400,466,533,533,400,333,266,200,266,333,266,266,333,266,200,333,266,333,266,266,266,266,333,266,266,333,466,200,400,466,266,466,266,333,333,266,266,266,466,266,333,333,600,466,400,533,400,466,333,466,466,400,533,533,600,500,533,437,562,562,625,500,400,466,466,466,466,466,388,562,400,466,466,266,333,400,533,266,200,333,466,200,266,466,266,333,333,333,533,333,333,333,466,466,266,400,400,437,266,333,533,333,333,250,250,400,466,533,400,466,333,466,533,500,533,437,625,400,466,466,466,388,600,400,400,687,600,666,533,500,687,562,352,400,687,500,687,562,352,562,352,352,388,266,466,400,266,533,400
533,1000,600,400,400,400,400,466,400,466,400,400,333,533,533,466,333,466,333,600,533,466,266,533,666,400,400,400,466,600,600,400,400,466,533,600,937,933,666,933,437,600,466,625,500,466,400,562,500,466,562,437,600,533,400,500,600,466,400,533,533,466,375,400,333,500,400,400,466,600,600,466,466,333,500,600,437,500,533,466,466,533,533,466,533,400,400,400,466,400,400,400,600,375,533,333,266,333,400,187,266,266,266,400,466,533,400,466,266,266,266,266,266,266,600,533,400,600,466,266,266,333,266,333,266,200,333,333,266,266,266,400,333,266,333,333,333,333,333,333,400,400,400,400,200,333,533,533,466,333,333,333,400,333,266,266,600,533,333,466,333,600,466,466,600,466,933,600,466,500,400,562,500,562,437,375,333,400,466,600,600,466,333,500,400,600,533,266,266,600,600,266,333,333,400,400,200,333,533,466,266,466,533,333,333,333,400,333,333,400,333,312,333,333,333,333,333,312,312,400,533,466,333,600,466,600,933,500,400,562,437,333,466,600,600,333,533,400,400,625,600,533,466,500,625,437,411,400,625,500,625,437,411,437,411,411,333,266,333,333,333,333,400
600,600,1000,461,416,416,416,500,266,400,416,466,384,500,571,500,461,538,333,600,466,533,416,428,500,466,333,428,428,571,500,428,428,500,571,714,562,600,533,600,562,916,500,500,625,500,466,562,562,533,500,437,500,500,400,500,600,307,428,538,461,428,500,357,357,375,285,428,500,600,642,416,666,388,500,533,437,562,833,416,466,466,600,333,692,461,307,357,466,357,400,357,428,375,500,307,230,571,307,250,307,285,166,461,538,642,400,500,166,166,166,250,250,416,384,500,461,833,500,333,230,461,166,307,166,307,307,384,384,384,250,307,333,250,461,461,461,307,384,384,384,333,333,266,142,333,357,357,357,357,357,230,307,461,416,416,1000,571,461,538,333,600,533,428,571,500,600,916,500,625,466,562,562,500,437,500,357,428,500,600,642,666,388,500,357,428,500,166,416,384,833,230,461,307,384,333,142,333,357,357,416,583,533,333,333,333,384,333,307,384,384,312,230,230,357,307,230,250,312,357,571,538,333,600,533,571,600,625,466,562,437,357,500,600,642,388,466,333,333,562,571,500,500,500,500,437,352,333,562,500,500,437,352,437,352,352,388,230,333,384,230,357,357
466,400,461,1000,615,615,615,384,600,466,307,400,384,428,428,357,538,461,266,533,533,266,307,714,500,333,384,357,428,428,500,357,500,571,500,428,375,400,533,400,437,461,571,375,437,500,533,312,437,466,375,437,384,384,733,500,533,615,500,384,461,357,687,642,428,437,571,500,538,466,428,384,384,444,375,400,437,437,461,384,466,533,466,666,461,384,307,642,600,642,533,571,428,562,428,307,307,214,230,250,230,285,307,384,461,428,266,357,461,384,384,307,384,692,230,357,307,461,428,600,230,76,384,384,307,230,307,230,307,307,461,384,307,307,384,384,384,384,384,76,307,153,133,200,71,133,214,214,214,214,214,153,153,153,538,461,461,428,538,461,266,533,266,428,428,571,400,461,571,437,533,312,437,375,437,687,428,500,538,466,428,384,444,375,571,428,428,307,692,230,461,230,76,384,307,153,71,133,214,214,461,307,666,230,307,307,307,307,230,307,307,250,230,153,214,230,153,375,375,285,428,461,266,533,266,428,400,437,533,312,437,428,538,466,428,444,466,266,333,500,571,428,500,437,437,625,352,333,500,437,437,625,352,625,352,352,444,230,307,307,230,214,285
400,400,416,615,1000,909,909,363,533,333,363,333,307,428,428,285,538,384,333,400,400,333,363,642,428,400,333,428,500,428,428,357,428,357,500,357,375,400,466,400,312,333,428,375,375,357,333,312,312,400,375,437,363,363,533,312,400,692,571,384,307,357,562,642,357,375,642,428,833,466,500,454,454,333,375,400,375,500,416,363,400,400,333,600,384,384,384,642,600,571,533,571,357,437,428,307,230,285,230,250,230,214,90,538,384,285,266,357,416,416,416,250,250,545,76,357,384,363,428,533,230,153,333,384,333,230,384,230,230,461,416,384,166,166,307,307,307,384,230,230,153,166,200,200,71,200,71,142,142,214,214,153,153,153,416,416,416,428,538,384,333,400,333,500,428,357,400,333,428,375,333,312,312,375,437,562,357,428,833,466,500,454,333,375,571,357,428,90,545,76,363,230,153,384,153,166,71,200,71,142,416,333,533,166,250,166,230,250,230,307,230,250,153,76,142,230,153,312,312,214,428,384,333,400,333,428,400,375,333,312,437,357,833,466,500,333,333,333,400,437,428,357,428,312,375,562,352,400,437,312,375,562,352,562,352,352,333,230,250,230,153,142,214
400,400,416,615,909,1000,909,454,600,333,272,333,307,428,428,285,538,384,333,400,400,333,363,714,428,400,416,428,500,357,428,357,428,357,500,357,375,400,466,400,312,333,428,375,375,357,333,312,312,400,437,437,454,363,533,312,400,769,571,384,307,357,500,642,357,375,642,428,916,466,500,545,454,333,437,400,375,500,416,454,400,400,333,666,384,384,384,642,600,571,533,571,357,437,428,307,230,357,230,250,230,214,90,538,384,285,333,357,416,416,416,250,250,545,153,357,384,454,428,533,230,230,333,384,333,307,384,307,307,461,416,384,166,250,307,384,384,384,307,307,153,250,266,266,142,200,142,214,214,214,214,153,153,230,416,500,416,428,538,384,333,400,333,500,357,357,400,333,428,375,333,312,312,437,437,500,357,428,916,466,500,454,333,437,571,357,428,90,545,153,454,230,230,384,153,250,142,200,142,214,500,416,533,166,250,166,230,250,230,307,230,250,153,153,142,230,153,375,312,214,428,384,333,400,333,357,400,375,333,312,437,357,916,466,500,333,333,400,466,437,500,428,428,312,437,625,352,466,437,312,437,625,352,625,352,352,333,230,250,230,153,142,214
400,400,416,615,909,909,1000,363,533,333,272,333,384,428,428,285,615,384,333,400,400,333,363,642,428,400,333,428,500,357,428,357,428,357,500,357,375,400,466,400,312,333,428,375,375,357,333,312,312,400,375,437,363,363,533,312,400,692,571,384,307,357,500,642,357,375,642,428,833,466,500,454,454,333,375,400,375,562,416,363,400,400,333,600,384,384,384,642,600,571,533,571,357,437,428,307,230,285,230,250,230,285,90,538,384,285,266,357,416,416,416,250,250,545,76,357,384,363,428,533,230,153,333,384,333,230,384,230,230,461,416,384,166,166,307,307,307,384,230,230,153,166,200,200,71,200,71,142,142,214,214,153,153,153,416,416,416,428,615,384,333,400,333,500,357,357,400,333,428,375,333,312,312,375,437,500,357,428,833,466,500,454,333,375,571,357,428,90,545,76,363,230,153,384,153,166,71,200,71,142,416,333,600,166,250,166,230,250,230,307,230,250,153,76,142,230,153,312,312,214,428,384,333,400,333,357,400,375,333,312,437,357,833,466,500,333,333,333,400,437,428,357,428,312,375,562,352,400,437,312,375,562,352,562,352,352,333,230,250,230,153,142,214
533,466,500,384,363,454,363,1000,266,400,545,466,384,428,428,500,307,461,400,400,466,466,500,428,428,533,500,500,500,428,428,428,428,500,500,428,437,400,466,466,375,500,428,500,437,428,466,437,437,466,500,375,727,636,266,500,466,384,357,461,538,500,312,285,357,375,357,428,500,400,428,818,700,277,500,466,500,500,583,909,466,466,533,333,538,461,384,285,333,285,333,285,357,250,428,461,153,500,307,250,230,214,181,538,538,357,466,500,250,250,250,333,333,181,307,500,538,636,428,333,230,384,250,307,250,307,307,307,384,307,250,307,250,333,384,461,461,307,384,384,461,333,466,466,214,400,285,357,357,214,214,384,384,384,166,250,500,428,307,461,400,400,466,500,428,500,466,500,428,437,466,437,437,500,375,312,357,428,500,400,428,700,277,500,285,357,428,181,181,307,636,230,384,307,461,333,214,400,285,357,250,500,333,333,333,333,384,333,307,307,307,500,307,230,357,307,307,250,187,428,428,461,400,400,466,428,466,437,466,437,375,357,500,400,428,277,400,466,466,500,571,571,428,437,500,375,352,466,500,437,500,375,352,375,352,352,277,230,333,307,307,357,428
266,400,266,600,533,600,533,266,1000,400,266,200,333,333,333,333,466,400,200,400,400,200,266,600,400,266,333,266,333,333,333,266,400,333,333,333,375,333,466,400,250,266,400,250,312,333,400,250,312,266,312,312,333,266,666,312,266,600,400,400,333,333,625,600,333,312,533,400,533,333,266,266,266,333,312,266,312,312,266,266,333,400,266,933,466,400,333,666,600,666,666,533,333,562,333,266,400,333,200,125,333,200,266,266,333,333,266,266,533,466,466,400,400,533,333,266,200,333,333,466,266,200,466,466,400,266,400,333,333,333,533,466,333,400,266,333,400,400,400,266,266,133,200,200,200,200,200,200,200,133,200,200,200,133,466,466,266,333,466,400,200,400,200,333,333,333,400,266,400,312,400,250,312,312,312,625,333,400,533,333,266,266,333,312,533,333,333,266,533,333,333,266,200,466,266,133,200,200,200,200,466,200,466,266,333,266,333,400,266,333,333,187,200,266,200,266,200,437,375,333,333,400,200,400,200,333,400,312,400,250,312,333,533,333,266,333,333,333,400,375,466,333,333,312,312,562,235,400,375,312,312,562,235,562,235,235,333,266,400,333,200,200,333
466,466,400,466,333,333,333,400,400,1000,466,466,533,533,400,466,333,533,266,400,866,333,266,333,533,333,333,466,533,400,466,466,400,600,533,466,437,466,600,466,375,400,533,375,375,466,466,312,437,466,375,375,400,400,333,562,400,333,333,400,533,466,375,333,333,250,333,466,333,400,400,400,333,444,375,466,562,437,400,400,866,933,466,400,466,466,400,333,333,333,333,333,466,312,533,333,266,333,266,375,333,400,466,466,533,400,333,333,266,266,266,266,266,333,333,333,466,400,333,266,266,266,333,266,333,266,266,333,333,266,266,333,400,266,466,400,400,266,333,266,400,266,333,400,200,266,266,266,266,266,333,400,400,266,266,266,400,400,333,533,266,400,333,533,400,600,466,400,533,375,466,312,437,375,375,375,333,466,333,400,400,333,444,375,333,466,533,466,333,333,400,266,266,266,400,266,200,266,266,266,266,333,333,400,466,400,400,533,333,466,466,312,333,266,466,466,333,250,250,466,400,533,266,400,333,400,466,375,466,312,375,333,333,400,400,444,533,400,466,562,533,466,466,562,500,375,352,466,562,562,500,375,352,375,352,352,444,266,533,466,333,466,466
